,전출지별,전입지별,2017_x,2018_x,2019_x,2020_x,2021_x,거리,전입지 면적,2017_y,2018_y,2019_y,2020_y,2021_y,2017,2018,2019,2020,2021
135,강원도,세종특별자치시,797,870,688,770,837,135.3835864,464918346.3,280100,314126,340575,355831,371895,1550142,1543052,1541502,1542840,1538492
136,강원도,경기도,27656,29402,27835,28504,28284,141.8273577,10196731503,12873895,13077153,13239666,13427014,13565450,1550142,1543052,1541502,1542840,1538492
137,강원도,충청북도,4764,4650,4457,4217,4417,94.34937035,7406988695,1594432,1599252,1600007,1600837,1597427,1550142,1543052,1541502,1542840,1538492
138,강원도,충청남도,3645,3373,2996,3299,3499,164.1032625,8246960405,2116770,2126282,2123709,2121029,2119257,1550142,1543052,1541502,1542840,1538492
139,강원도,전라북도,1378,1289,1190,1281,1280,187.4839061,8072147335,1854607,1836832,1818917,1804104,1786855,1550142,1543052,1541502,1542840,1538492
140,강원도,전라남도,1405,1290,1512,1313,1268,233.3616865,12358940175,1896424,1882970,1868745,1851549,1832803,1550142,1543052,1541502,1542840,1538492
141,강원도,경상북도,3587,3361,3224,2958,3245,118.8544285,19034795138,2691706,2676831,2665836,2639422,2626609,1550142,1543052,1541502,1542840,1538492
142,강원도,경상남도,2312,2192,2078,2268,2175,173.581565,10541895014,3380404,3373988,3362553,3340216,3314183,1550142,1543052,1541502,1542840,1538492
143,강원도,제주특별자치도,945,935,786,797,808,344.3771657,1850278724,657083,667191,670989,674635,676759,1550142,1543052,1541502,1542840,1538492
144,충청북도,서울특별시,12961,13783,13806,14574,13521,90.788624,605243961.2,9857426,9765623,9729107,9668465,9509458,1594432,1599252,1600007,1600837,1597427
145,충청북도,부산광역시,1660,1406,1470,1616,1581,192.0757057,770170750.8,3470653,3441453,3413841,3391946,3350380,1594432,1599252,1600007,1600837,1597427
146,충청북도,대구광역시,1443,1450,1530,1548,1600,120.0841883,883698218.6,2475231,2461769,2438031,2418346,2385412,1594432,1599252,1600007,1600837,1597427
147,충청북도,인천광역시,3416,3394,3463,3385,3372,117.2261431,1066465187,2948542,2954642,2957026,2942828,2948375,1594432,1599252,1600007,1600837,1597427
148,충청북도,광주광역시,680,729,798,769,864,136.4541884,501113181.6,1463770,1459336,1456468,1450062,1441611,1594432,1599252,1600007,1600837,1597427
149,충청북도,대전광역시,8014,7905,7866,8343,8682,37.72433475,539503587.6,1502227,1489936,1474870,1463882,1452251,1594432,1599252,1600007,1600837,1597427
150,충청북도,울산광역시,633,576,669,688,715,205.3345892,1062327677,1165132,1155623,1148019,1136017,1121592,1594432,1599252,1600007,1600837,1597427
151,충청북도,세종특별자치시,6270,5978,4948,5261,5277,42.67579926,464918346.3,280100,314126,340575,355831,371895,1594432,1599252,1600007,1600837,1597427
152,충청북도,경기도,19833,20949,21135,22133,22647,85.57394012,10196731503,12873895,13077153,13239666,13427014,13565450,1594432,1599252,1600007,1600837,1597427
153,충청북도,강원도,4581,4089,4489,4615,4627,94.34937035,16829671465,1550142,1543052,1541502,1542840,1538492,1594432,1599252,1600007,1600837,1597427
154,충청북도,충청남도,6387,6087,6182,6817,6742,79.6904995,8246960405,2116770,2126282,2123709,2121029,2119257,1594432,1599252,1600007,1600837,1597427
155,충청북도,전라북도,1770,1696,1775,1883,1961,93.14271592,8072147335,1854607,1836832,1818917,1804104,1786855,1594432,1599252,1600007,1600837,1597427
156,충청북도,전라남도,1232,1133,1168,1474,1266,141.9428933,12358940175,1896424,1882970,1868745,1851549,1832803,1594432,1599252,1600007,1600837,1597427
157,충청북도,경상북도,3475,3122,3629,3493,3892,132.1762692,19034795138,2691706,2676831,2665836,2639422,2626609,1594432,1599252,1600007,1600837,1597427
158,충청북도,경상남도,1726,1731,1714,1896,1826,146.6384443,10541895014,3380404,3373988,3362553,3340216,3314183,1594432,1599252,1600007,1600837,1597427
159,충청북도,제주특별자치도,1009,839,805,793,835,252.9781929,1850278724,657083,667191,670989,674635,676759,1594432,1599252,1600007,1600837,1597427
160,충청남도,서울특별시,18582,19427,20484,21398,19358,60.42985457,605243961.2,9857426,9765623,9729107,9668465,9509458,2116770,2126282,2123709,2121029,2119257
161,충청남도,부산광역시,2303,2086,2143,2334,2293,259.0192729,770170750.8,3470653,3441453,3413841,3391946,3350380,2116770,2126282,2123709,2121029,2119257
162,충청남도,대구광역시,1754,1737,1741,1866,1780,191.1789792,883698218.6,2475231,2461769,2438031,2418346,2385412,2116770,2126282,2123709,2121029,2119257
163,충청남도,인천광역시,6251,6365,6599,6775,6636,61.60093359,1066465187,2948542,2954642,2957026,2942828,2948375,2116770,2126282,2123709,2121029,2119257
164,충청남도,광주광역시,1447,1435,1417,1432,1506,100.5014679,501113181.6,1463770,1459336,1456468,1450062,1441611,2116770,2126282,2123709,2121029,2119257
165,충청남도,대전광역시,15082,15349,15026,15978,14739,56.62676733,539503587.6,1502227,1489936,1474870,1463882,1452251,2116770,2126282,2123709,2121029,2119257
166,충청남도,울산광역시,947,1008,976,974,1014,278.2386505,1062327677,1165132,1155623,1148019,1136017,1121592,2116770,2126282,2123709,2121029,2119257
167,충청남도,세종특별자치시,6587,6698,6495,6748,6307,42.13028288,464918346.3,280100,314126,340575,355831,371895,2116770,2126282,2123709,2121029,2119257
168,충청남도,경기도,31357,34619,36585,39591,37709,52.7406736,10196731503,12873895,13077153,13239666,13427014,13565450,2116770,2126282,2123709,2121029,2119257
169,충청남도,강원도,2868,2935,2867,3193,3084,164.1032625,16829671465,1550142,1543052,1541502,1542840,1538492,2116770,2126282,2123709,2121029,2119257
170,충청남도,충청북도,5828,5848,6079,6701,6721,79.6904995,7406988695,1594432,1599252,1600007,1600837,1597427,2116770,2126282,2123709,2121029,2119257
171,충청남도,전라북도,5257,5332,5331,5881,5545,57.66212586,8072147335,1854607,1836832,1818917,1804104,1786855,2116770,2126282,2123709,2121029,2119257
172,충청남도,전라남도,2481,2584,2834,2648,2724,119.7577317,12358940175,1896424,1882970,1868745,1851549,1832803,2116770,2126282,2123709,2121029,2119257
173,충청남도,경상북도,2907,2982,2987,3160,3488,208.3639384,19034795138,2691706,2676831,2665836,2639422,2626609,2116770,2126282,2123709,2121029,2119257
174,충청남도,경상남도,2804,2986,2953,3173,3151,206.7738691,10541895014,3380404,3373988,3362553,3340216,3314183,2116770,2126282,2123709,2121029,2119257
175,충청남도,제주특별자치도,1270,1165,1114,1168,1109,218.4508568,1850278724,657083,667191,670989,674635,676759,2116770,2126282,2123709,2121029,2119257
176,전라북도,서울특별시,14930,15664,15267,15153,13736,116.8300123,605243961.2,9857426,9765623,9729107,9668465,9509458,1854607,1836832,1818917,1804104,1786855
177,전라북도,부산광역시,1545,1344,1357,1364,1274,231.7966556,770170750.8,3470653,3441453,3413841,3391946,3350380,1854607,1836832,1818917,1804104,1786855
178,전라북도,대구광역시,816,863,796,900,852,172.7418708,883698218.6,2475231,2461769,2438031,2418346,2385412,1854607,1836832,1818917,1804104,1786855
179,전라북도,인천광역시,3516,3724,3667,3774,3252,118.2102112,1066465187,2948542,2954642,2957026,2942828,2948375,1854607,1836832,1818917,1804104,1786855
180,전라북도,광주광역시,5676,6186,5937,5797,5689,46.69957382,501113181.6,1463770,1459336,1456468,1450062,1441611,1854607,1836832,1818917,1804104,1786855
181,전라북도,대전광역시,4604,4634,4455,4462,4219,55.48310383,539503587.6,1502227,1489936,1474870,1463882,1452251,1854607,1836832,1818917,1804104,1786855
182,전라북도,울산광역시,1288,1099,845,783,575,257.7286677,1062327677,1165132,1155623,1148019,1136017,1121592,1854607,1836832,1818917,1804104,1786855
183,전라북도,세종특별자치시,1551,1574,1474,1548,1455,54.22965081,464918346.3,280100,314126,340575,355831,371895,1854607,1836832,1818917,1804104,1786855
184,전라북도,경기도,18075,18439,17640,17805,16900,108.9430177,10196731503,12873895,13077153,13239666,13427014,13565450,1854607,1836832,1818917,1804104,1786855
185,전라북도,강원도,1543,1326,1448,1319,1389,187.4839061,16829671465,1550142,1543052,1541502,1542840,1538492,1854607,1836832,1818917,1804104,1786855
186,전라북도,충청북도,2195,2415,2295,2265,2411,93.14271592,7406988695,1594432,1599252,1600007,1600837,1597427,1854607,1836832,1818917,1804104,1786855
187,전라북도,충청남도,6156,6310,6018,6540,6156,57.66212586,8246960405,2116770,2126282,2123709,2121029,2119257,1854607,1836832,1818917,1804104,1786855
188,전라북도,전라남도,5458,5690,5617,5199,5160,62.4546605,12358940175,1896424,1882970,1868745,1851549,1832803,1854607,1836832,1818917,1804104,1786855
189,전라북도,경상북도,1339,1352,1402,1306,1472,196.5508748,19034795138,2691706,2676831,2665836,2639422,2626609,1854607,1836832,1818917,1804104,1786855
190,전라북도,경상남도,2109,2000,1909,1825,1841,175.9435263,10541895014,3380404,3373988,3362553,3340216,3314183,1854607,1836832,1818917,1804104,1786855
191,전라북도,제주특별자치도,1114,1131,1039,1079,898,166.8046103,1850278724,657083,667191,670989,674635,676759,1854607,1836832,1818917,1804104,1786855
192,전라남도,서울특별시,13665,13915,13894,14082,12125,179.2841689,605243961.2,9857426,9765623,9729107,9668465,9509458,1896424,1882970,1868745,1851549,1832803
193,전라남도,부산광역시,3184,3077,3124,3276,2959,225.885413,770170750.8,3470653,3441453,3413841,3391946,3350380,1896424,1882970,1868745,1851549,1832803
194,전라남도,대구광역시,905,1021,878,996,869,182.7423007,883698218.6,2475231,2461769,2438031,2418346,2385412,1896424,1882970,1868745,1851549,1832803
195,전라남도,인천광역시,3466,3509,3435,3538,3219,178.9233974,1066465187,2948542,2954642,2957026,2942828,2948375,1896424,1882970,1868745,1851549,1832803
196,전라남도,광주광역시,33884,37201,37142,35936,33287,26.36465658,501113181.6,1463770,1459336,1456468,1450062,1441611,1896424,1882970,1868745,1851549,1832803
197,전라남도,대전광역시,2000,2027,2053,1977,1947,106.421164,539503587.6,1502227,1489936,1474870,1463882,1452251,1896424,1882970,1868745,1851549,1832803
198,전라남도,울산광역시,889,877,964,939,829,258.670561,1062327677,1165132,1155623,1148019,1136017,1121592,1896424,1882970,1868745,1851549,1832803
199,전라남도,세종특별자치시,717,871,825,821,745,111.2391444,464918346.3,280100,314126,340575,355831,371895,1896424,1882970,1868745,1851549,1832803
200,전라남도,경기도,15149,16170,15942,16164,14973,171.3976643,10196731503,12873895,13077153,13239666,13427014,13565450,1896424,1882970,1868745,1851549,1832803
201,전라남도,강원도,1478,1383,1469,1576,1514,233.3616865,16829671465,1550142,1543052,1541502,1542840,1538492,1896424,1882970,1868745,1851549,1832803
202,전라남도,충청북도,1480,1524,1499,1629,1495,141.9428933,7406988695,1594432,1599252,1600007,1600837,1597427,1896424,1882970,1868745,1851549,1832803
203,전라남도,충청남도,3523,3511,3393,3466,3475,119.7577317,8246960405,2116770,2126282,2123709,2121029,2119257,1896424,1882970,1868745,1851549,1832803
204,전라남도,전라북도,5893,5587,5448,5884,5387,62.4546605,8072147335,1854607,1836832,1818917,1804104,1786855,1896424,1882970,1868745,1851549,1832803
205,전라남도,경상북도,1745,1652,1632,1782,1834,211.5355468,19034795138,2691706,2676831,2665836,2639422,2626609,1896424,1882970,1868745,1851549,1832803
206,전라남도,경상남도,3977,3826,3932,4222,3729,169.8964687,10541895014,3380404,3373988,3362553,3340216,3314183,1896424,1882970,1868745,1851549,1832803
207,전라남도,제주특별자치도,1424,1290,1227,1269,1148,111.1667149,1850278724,657083,667191,670989,674635,676759,1896424,1882970,1868745,1851549,1832803
208,경상북도,서울특별시,15681,16459,16887,17936,16098,219.9093462,605243961.2,9857426,9765623,9729107,9668465,9509458,2691706,2676831,2665836,2639422,2626609
209,경상북도,부산광역시,8896,8589,9030,9854,9254,76.6850316,770170750.8,3470653,3441453,3413841,3391946,3350380,2691706,2676831,2665836,2639422,2626609
210,경상북도,대구광역시,39231,40245,38513,44383,38560,30.82809233,883698218.6,2475231,2461769,2438031,2418346,2385412,2691706,2676831,2665836,2639422,2626609
211,경상북도,인천광역시,3488,3662,3665,3822,3569,248.8373746,1066465187,2948542,2954642,2957026,2942828,2948375,2691706,2676831,2665836,2639422,2626609
212,경상북도,광주광역시,784,841,780,812,780,222.172144,501113181.6,1463770,1459336,1456468,1450062,1441611,2691706,2676831,2665836,2639422,2626609
213,경상북도,대전광역시,3473,3511,3490,3839,3792,153.4843584,539503587.6,1502227,1489936,1474870,1463882,1452251,2691706,2676831,2665836,2639422,2626609
214,경상북도,울산광역시,6386,6160,6742,6886,6631,75.45059106,1062327677,1165132,1155623,1148019,1136017,1121592,2691706,2676831,2665836,2639422,2626609
215,경상북도,세종특별자치시,1008,1117,1140,1219,1087,166.5901154,464918346.3,280100,314126,340575,355831,371895,2691706,2676831,2665836,2639422,2626609
216,경상북도,경기도,19731,20957,20502,23122,22094,215.8622587,10196731503,12873895,13077153,13239666,13427014,13565450,2691706,2676831,2665836,2639422,2626609
217,경상북도,강원도,3474,3420,3493,3692,3641,118.8544285,16829671465,1550142,1543052,1541502,1542840,1538492,2691706,2676831,2665836,2639422,2626609
218,경상북도,충청북도,4044,4407,4166,4723,4483,132.1762692,7406988695,1594432,1599252,1600007,1600837,1597427,2691706,2676831,2665836,2639422,2626609
219,경상북도,충청남도,4246,4256,3973,4413,4195,208.3639384,8246960405,2116770,2126282,2123709,2121029,2119257,2691706,2676831,2665836,2639422,2626609
220,경상북도,전라북도,1390,1289,1383,1498,1446,196.5508748,8072147335,1854607,1836832,1818917,1804104,1786855,2691706,2676831,2665836,2639422,2626609
221,경상북도,전라남도,1688,1695,1874,1898,1694,211.5355468,12358940175,1896424,1882970,1868745,1851549,1832803,2691706,2676831,2665836,2639422,2626609
222,경상북도,경상남도,8530,8377,8415,8727,8508,70.82342591,10541895014,3380404,3373988,3362553,3340216,3314183,2691706,2676831,2665836,2639422,2626609
223,경상북도,제주특별자치도,1357,1531,1330,1377,1287,309.8992406,1850278724,657083,667191,670989,674635,676759,2691706,2676831,2665836,2639422,2626609
224,경상남도,서울특별시,17312,17872,18326,18612,17299,236.6554885,605243961.2,9857426,9765623,9729107,9668465,9509458,3380404,3373988,3362553,3340216,3314183
225,경상남도,부산광역시,47218,42235,44084,50590,48583,56.61891522,770170750.8,3470653,3441453,3413841,3391946,3350380,3380404,3373988,3362553,3340216,3314183
226,경상남도,대구광역시,8646,8601,8107,9310,8260,45.32872324,883698218.6,2475231,2461769,2438031,2418346,2385412,3380404,3373988,3362553,3340216,3314183
227,경상남도,인천광역시,3390,3279,3471,3408,3318,259.4550868,1066465187,2948542,2954642,2957026,2942828,2948375,3380404,3373988,3362553,3340216,3314183
228,경상남도,광주광역시,1344,1496,1157,1365,1426,187.2673384,501113181.6,1463770,1459336,1456468,1450062,1441611,3380404,3373988,3362553,3340216,3314183
229,경상남도,대전광역시,2650,2720,2598,2804,2877,150.8021005,539503587.6,1502227,1489936,1474870,1463882,1452251,3380404,3373988,3362553,3340216,3314183
230,경상남도,울산광역시,6977,6734,6987,6812,6646,89.41058823,1062327677,1165132,1155623,1148019,1136017,1121592,3380404,3373988,3362553,3340216,3314183
231,경상남도,세종특별자치시,1034,1149,978,977,993,165.9898183,464918346.3,280100,314126,340575,355831,371895,3380404,3373988,3362553,3340216,3314183
232,경상남도,경기도,17134,18377,18020,19216,19428,230.7411399,10196731503,12873895,13077153,13239666,13427014,13565450,3380404,3373988,3362553,3340216,3314183
233,경상남도,강원도,2475,2353,2471,2693,2725,173.581565,16829671465,1550142,1543052,1541502,1542840,1538492,3380404,3373988,3362553,3340216,3314183
234,경상남도,충청북도,2219,2642,2634,2605,2653,146.6384443,7406988695,1594432,1599252,1600007,1600837,1597427,3380404,3373988,3362553,3340216,3314183
235,경상남도,충청남도,4501,4254,3917,4087,4289,206.7738691,8246960405,2116770,2126282,2123709,2121029,2119257,3380404,3373988,3362553,3340216,3314183
236,경상남도,전라북도,2121,2059,2017,2133,2258,175.9435263,8072147335,1854607,1836832,1818917,1804104,1786855,3380404,3373988,3362553,3340216,3314183
237,경상남도,전라남도,4451,4451,4632,4810,4460,169.8964687,12358940175,1896424,1882970,1868745,1851549,1832803,3380404,3373988,3362553,3340216,3314183
238,경상남도,경상북도,9320,9014,9213,9085,9860,70.82342591,19034795138,2691706,2676831,2665836,2639422,2626609,3380404,3373988,3362553,3340216,3314183
239,경상남도,제주특별자치도,2533,2291,2201,2180,2138,254.4237574,1850278724,657083,667191,670989,674635,676759,3380404,3373988,3362553,3340216,3314183
240,제주특별자치도,서울특별시,7209,7720,8513,8704,8498,278.6175562,605243961.2,9857426,9765623,9729107,9668465,9509458,657083,667191,670989,674635,676759
241,제주특별자치도,부산광역시,2029,1980,2211,2532,2367,304.8249441,770170750.8,3470653,3441453,3413841,3391946,3350380,657083,667191,670989,674635,676759
242,제주특별자치도,대구광역시,1003,1032,1006,1082,1127,279.385616,883698218.6,2475231,2461769,2438031,2418346,2385412,657083,667191,670989,674635,676759
243,제주특별자치도,인천광역시,1552,1738,1946,1764,1825,269.6397498,1066465187,2948542,2954642,2957026,2942828,2948375,657083,667191,670989,674635,676759
244,제주특별자치도,광주광역시,898,926,910,1016,905,120.1135352,501113181.6,1463770,1459336,1456468,1450062,1441611,657083,667191,670989,674635,676759
245,제주특별자치도,대전광역시,688,689,723,719,773,216.817988,539503587.6,1502227,1489936,1474870,1463882,1452251,657083,667191,670989,674635,676759
246,제주특별자치도,울산광역시,403,470,565,534,499,342.4907071,1062327677,1165132,1155623,1148019,1136017,1121592,657083,667191,670989,674635,676759
247,제주특별자치도,세종특별자치시,255,333,322,308,360,219.8853795,464918346.3,280100,314126,340575,355831,371895,657083,667191,670989,674635,676759
248,제주특별자치도,경기도,6931,7779,7884,8298,8425,271.0805982,10196731503,12873895,13077153,13239666,13427014,13565450,657083,667191,670989,674635,676759
249,제주특별자치도,강원도,693,802,784,877,816,344.3771657,16829671465,1550142,1543052,1541502,1542840,1538492,657083,667191,670989,674635,676759
250,제주특별자치도,충청북도,754,783,839,846,871,252.9781929,7406988695,1594432,1599252,1600007,1600837,1597427,657083,667191,670989,674635,676759
251,제주특별자치도,충청남도,967,1002,1131,1143,1199,218.4508568,8246960405,2116770,2126282,2123709,2121029,2119257,657083,667191,670989,674635,676759
252,제주특별자치도,전라북도,768,902,1032,1007,986,166.8046103,8072147335,1854607,1836832,1818917,1804104,1786855,657083,667191,670989,674635,676759
253,제주특별자치도,전라남도,1102,1254,1302,1466,1326,111.1667149,12358940175,1896424,1882970,1868745,1851549,1832803,657083,667191,670989,674635,676759
254,제주특별자치도,경상북도,994,1146,1229,1181,1261,309.8992406,19034795138,2691706,2676831,2665836,2639422,2626609,657083,667191,670989,674635,676759
255,제주특별자치도,경상남도,1501,1780,1825,1861,1947,254.4237574,10541895014,3380404,3373988,3362553,3340216,3314183,657083,667191,670989,674635,676759
256,서울특별시,부산광역시,14484,13093,12805,13209,13078,282.8250192,770170750.8,3470653,3441453,3413841,3391946,3350380,9857426,9765623,9729107,9668465,9509458
257,서울특별시,대구광역시,8891,8446,7897,8792,8350,210.5496947,883698218.6,2475231,2461769,2438031,2418346,2385412,9857426,9765623,9729107,9668465,9509458
258,서울특별시,인천광역시,40485,41233,38571,39875,44859,33.67272392,1066465187,2948542,2954642,2957026,2942828,2948375,9857426,9765623,9729107,9668465,9509458
259,서울특별시,광주광역시,7932,7378,7014,7178,7145,160.8880494,501113181.6,1463770,1459336,1456468,1450062,1441611,9857426,9765623,9729107,9668465,9509458
260,서울특별시,대전광역시,11815,11591,10759,11033,11144,92.98881359,539503587.6,1502227,1489936,1474870,1463882,1452251,9857426,9765623,9729107,9668465,9509458
261,서울특별시,울산광역시,4260,4086,3827,4085,4065,294.5278485,1062327677,1165132,1155623,1148019,1136017,1121592,9857426,9765623,9729107,9668465,9509458
262,서울특별시,세종특별자치시,5813,5861,5919,5546,5580,79.22598199,464918346.3,280100,314126,340575,355831,371895,9857426,9765623,9729107,9668465,9509458
263,서울특별시,경기도,342433,368536,334293,375867,362116,7.914201399,10196731503,12873895,13077153,13239666,13427014,13565450,9857426,9765623,9729107,9668465,9509458
264,서울특별시,강원도,21016,19558,19105,20701,20974,141.9150137,16829671465,1550142,1543052,1541502,1542840,1538492,9857426,9765623,9729107,9668465,9509458
265,서울특별시,충청북도,13302,13406,12543,13068,13170,90.788624,7406988695,1594432,1599252,1600007,1600837,1597427,9857426,9765623,9729107,9668465,9509458
266,서울특별시,충청남도,21020,20426,18522,19814,20129,60.42985457,8246960405,2116770,2126282,2123709,2121029,2119257,9857426,9765623,9729107,9668465,9509458
267,서울특별시,전라북도,13179,11989,11058,11638,11906,116.8300123,8072147335,1854607,1836832,1818917,1804104,1786855,9857426,9765623,9729107,9668465,9509458
268,서울특별시,전라남도,12426,11209,11334,11210,11305,179.2841689,12358940175,1896424,1882970,1868745,1851549,1832803,9857426,9765623,9729107,9668465,9509458
269,서울특별시,경상북도,12464,12017,11935,11987,12568,219.9093462,19034795138,2691706,2676831,2665836,2639422,2626609,9857426,9765623,9729107,9668465,9509458
270,서울특별시,경상남도,12692,11703,11369,11647,11583,236.6554885,10541895014,3380404,3373988,3362553,3340216,3314183,9857426,9765623,9729107,9668465,9509458
271,서울특별시,제주특별자치도,10404,9829,8503,9214,9394,278.6175562,1850278724,657083,667191,670989,674635,676759,9857426,9765623,9729107,9668465,9509458
